claim_id,decision,construct_fit_rating_1_4,evidence_fit_rating_1_4,inference_scope_rating_1_4,language_safety_rating_1_4,risk_flags,required_revision,rationale,reviewer_confidence
ENAKQ.stress.worry,insufficient_evidence,3,2,2,4,evidence_mismatch,"걱정·주저 facet의 내용타당도·구조·상태 오염·임상 불안과의 변별 및 행동 망설임 준거를 검증한다.","인접 척도 정의는 있으나 ENAKQ Q의 facet 점수 해석은 아직 정량 검증 전이다.",high
ENAKQ.study.pattern,insufficient_evidence,2,1,1,3,unmeasured_inference; ability_inference,"운영 보류. 학습 행동·과제 유형·기술·자원과 N/K facet을 직접 측정하고 성과와 분리해 증분타당도를 확인한다.","N/K 총점으로 공부 패턴이나 실행을 개인화할 직접 근거가 없다.",high
ENAKQ.study.support,insufficient_evidence,2,1,2,4,unmeasured_inference; evidence_mismatch,"학습 지원 선호와 실제 도움을 직접 반복 측정하고 코드별 자동 처방을 하지 않는다.","개인화 제품 가설만 존재하며 필요한 지원은 별도 정보다.",high
ENAKQ.work.collaboration,insufficient_evidence,2,1,1,3,unmeasured_inference; ability_inference,"운영 보류. 협업 행동·과업 상호의존성·팀 규범·역할을 직접 측정하고 A 점수의 추가 설명력을 검증한다.","A 정의와 trait activation 간접 근거로 협업 능력이나 행동을 발급할 수 없다.",high
ENAKQ.work.context,accept,4,4,4,4,none,,"업무 행동이 과업·역할·환경에 따라 달라지고 성향만으로 직무 적합성을 판정할 수 없다는 경계가 적절하다.",high
ENAKQ.work.evaluation,insufficient_evidence,2,1,1,3,unmeasured_inference; evidence_mismatch,"운영 보류. 평가 장면의 상태 걱정·행동·최근 부담을 직접 측정하고 Q 평소 점수와 분리한다.","Q 총점과 업무 맥락만으로 평가 반응을 예측할 근거가 없다.",high
ENAKQ.work.followthrough,insufficient_evidence,3,2,2,3,unmeasured_inference; ability_inference,"운영 보류. K facet별 점수와 실제 업무 지속 행동을 자원·역할 명확성·마감과 함께 측정해 준거타당도를 검증한다.","K를 업무 이행으로 확장하면 책임감·생산성으로 오해될 수 있고 직접 준거 자료가 없다.",high
ENAKQ.work.ideation,insufficient_evidence,2,1,1,3,ability_inference; evidence_mismatch,"운영 보류. 아이디어 생성 행동과 품질·창의성 평가를 구분하고 N facet의 준거 및 증분타당도를 검증한다.","N 정의만으로 업무 아이디어 강점을 발급하면 능력 추론이 된다.",high
ENAKQ.work.learning,insufficient_evidence,2,1,1,3,unmeasured_inference; ability_inference,"운영 보류. 학습 선택·전략·실제 습득을 분리 측정하고 N 점수가 수행을 예측한다고 표현하지 않는다.","N 총점으로 업무 학습 방식이나 능력을 개인화할 근거가 없다.",high
ENAKQ.work.performance_boundary,accept,4,4,4,4,none,,"K를 책임감·생산성·성과로 바꾸지 않고 자원·기술·기회·팀 요인을 남겨 두어 성향 점수의 한계를 정확히 지킨다.",high
ENAKQ.work.self_check,revise,3,3,4,4,evidence_mismatch,"코드 기반 직업 추천이 아닌 선택형 경험 기록으로 제공하고 고용 판단에 쓰지 않으며 유용성·부담을 파일럿으로 확인한다.","과업·환경을 확인하는 원칙은 적절하지만 ENAKQ 맞춤 자기점검의 효과는 미검증이다.",medium
ENAKQ.work.support,revise,3,2,3,4,evidence_mismatch,"지원 조건은 사용자의 직접 경험과 현재 과업에서만 제안하고 domain_scores로 자동 처방하지 않으며 갱신 가능하게 한다.","지원 선호는 별도 정보이고 trait activation 연구만으로 개인 처방을 정할 수 없다.",high
ENAKQ.work.voice,insufficient_evidence,2,1,1,3,unmeasured_inference; ability_inference,"운영 보류. 표현 시작 facet과 회의 발언·문서 기여를 팀 규범·지위·기회와 함께 측정하고 E의 증분타당도를 검증한다.","E 총점으로 업무 발언 행동을 발급하면 참여 능력이나 리더십으로 오인될 수 있다.",high
ENAKQ.evidence.adjacent_construct,accept,4,4,4,4,none,,"인접 척도와 ENAKQ의 검증을 구분하고 외부 효과 크기·규준을 옮기지 않는 설명이 정확하다.",high
ENAKQ.evidence.boundary,revise,4,3,3,4,evidence_mismatch,"경계 점수·추가 질문·개인화 범위는 실제 채점 불확실성 규칙과 신뢰도 자료가 확정된 항목만 사실형으로 노출하고 나머지는 계획으로 표시한다.","측정 오차 경계는 타당하지만 현재 실행되지 않은 점수 처리까지 포함한다.",high
ENAKQ.evidence.content_validity,accept,4,4,4,4,none,,"관련성·포괄성·이해 가능성에서 구조·재검사·수렴·변별·집단 등가성·준거로 이어지는 검증 순서가 적절하다.",high
ENAKQ.evidence.final_boundary,revise,4,3,3,4,evidence_mismatch,"가장 확실한 항목이라는 서열 표현을 제거하고 각 claim의 실제 증거 상태·미완료 검증·마지막 검토 날짜를 개별 표시한다.","근거 수준 공개 원칙은 적절하지만 다섯 자리 정의의 상대적 확실성도 아직 정량 자료 없이 단정할 수 없다.",high
ENAKQ.evidence.nonvalidation,accept,4,4,4,4,none,,"외부 인접 연구가 ENAKQ 자체의 정확성을 인증하지 않는다고 명확히 밝혀 증거 이전 오류를 막는다.",high
ENAKQ.evidence.scope,accept,4,4,4,4,none,,"현재 근거 원장의 범위와 독자 검사 검증의 부재를 구분하고 한 단계 통과를 과학적 증명으로 부르지 않는다.",high
ENAKQ.evidence.structure,accept,4,4,4,4,none,,"구조·안정성·수렴·변별·집단 등가성·행동 준거를 요구하는 미실행 검증 계획으로서 내용이 적절하다.",high
ENAKQ.evidence.translation,accept,4,4,4,4,none,,"번역을 적응과 동일시하지 않고 언어·문화 등가성 및 한국 표본 규준을 요구해 방법론 경계가 정확하다.",high
ENAKQ.evidence.uncertainty,revise,4,3,3,4,evidence_mismatch,"측정 오차·경계·추가 질문의 표시를 실제 신뢰도와 분류 불확실성 모형에 연결하고 구현 전에는 설계 상태를 명시한다.","불확실성을 공개하려는 원칙은 적절하지만 ENAKQ에 적용할 정량 기준은 아직 실행되지 않았다.",high
ENAKQ.evidence.update,accept,4,3,4,4,none,,"claim별 상태·출처·변경 이력과 실제 검토 완료 여부를 공개하겠다는 정책은 검증 상태를 과장하지 않는다.",high
ENAKQ.evidence.validation_plan,accept,4,4,4,4,none,,"내용타당도부터 구조·안정성·변별·등가성·준거까지 단계적으로 확인하려는 계획이 측정 표준에 부합한다.",high
