opaque_item_id,candidate_id,target_domain,target_facet,keyed_direction,candidate_status,evidence_role,response_layer,score_role,situation_bucket,target_response_process,context_label,prompt_text,pair_key,wording_polarity,source_file
NX-068,OEIE-C03,OE,OE-IE,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,처음 듣는 개념,개념 의미 탐색,영상을 보거나 대화하던 중 처음 듣는 개념이 나왔을 때,그 개념이 정확히 무엇을 뜻하는지 더 알아본다.,OE-IE-P02,affirmative,docs/NUANG_M03_OE_IE_CANDIDATE_ITEM_BANK.md
NX-069,ERWD-C04,ER,ER-WD,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,늦은 반응,짧은 부정 추측,상대의 답이나 반응이 늦어질 때,답이 오기 전까지 한 가지 좋지 않은 이유에 오래 머물지 않는다.,ER-WD-P02,negated,docs/NUANG_M03_ER_WD_CANDIDATE_ITEM_BANK.md
NX-070,OECI-C12,OE,OE-CI,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,가능성 이어보기,첫 가능성에 머무는 관여,하나의 가벼운 가능성이 떠올랐을 때,처음 떠오른 장면만 생각하고 다른 일로 넘어간다.,OE-CI-P06,limiter,docs/NUANG_M03_OE_CI_CANDIDATE_ITEM_BANK.md
NX-071,SMEP-C03,SM,SM-EP,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,중단 뒤 복귀,자발적 복귀,하던 일을 일상적인 이유로 잠시 멈춘 뒤,다음 기회에 다시 돌아와 이어간다.,SM-EP-P02,affirmative,docs/NUANG_M03_SM_EP_CANDIDATE_ITEM_BANK.md
NX-072,OEIE-C01,OE,OE-IE,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,작동 방식 알아보기,작동 이유 관심,처음 보는 기능이 있는 생활용품을 사용할 때,왜 그런 방식으로 작동하는지 궁금해진다.,OE-IE-P01,affirmative,docs/NUANG_M03_OE_IE_CANDIDATE_ITEM_BANK.md
NX-073,SERE-C09,SE,SE-RE,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,길어진 교류,지속 교류 활력,관심 있는 주제로 대화가 길어질 때,기운이 계속 이어진다.,SE-RE-P05,affirmative,docs/NUANG_M03_SE_RE_CANDIDATE_ITEM_BANK.md
NX-074,OEAE-C01,OE,OE-AE,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,색·빛,시각 인상 관여,일상에서 색과 빛이 어우러진 장면을 볼 때,그 인상에 눈길이 오래 머문다.,OE-AE-P01,affirmative,docs/NUANG_M03_OE_AE_CANDIDATE_ITEM_BANK.md
NX-075,ERWD-C01,ER,ER-WD,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,불확실한 대기,반복 걱정,결과가 아직 정해지지 않은 일을 기다릴 때,잘못될 가능성이 여러 번 떠오른다.,ER-WD-P01,affirmative,docs/NUANG_M03_ER_WD_CANDIDATE_ITEM_BANK.md
NX-076,ERIR-C09,ER,ER-IR,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,반복 불편,누적 짜증,작은 불편이 짧은 시간 안에 반복될 때,처음보다 짜증이 빠르게 쌓인다.,ER-IR-P05,affirmative,docs/NUANG_M03_ER_IR_CANDIDATE_ITEM_BANK.md
NX-077,SERE-C10,SE,SE-RE,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,길어진 교류,지속 교류 조절,관심 있는 주제로 대화가 길어질 때,잠시 대화에서 벗어나고 싶어진다.,SE-RE-P05,affirmative,docs/NUANG_M03_SE_RE_CANDIDATE_ITEM_BANK.md
NX-078,SMRL-C11,SM,SM-RL,HIGH,EXPLORATORY_COGNITIVE,CONDITIONAL_MAIN,SINGLE_RESPONSE,CONDITIONAL_TRAIT_EVIDENCE,작은 약속,약속의 행동 연결,금방 끝낼 수 있는 부탁을 들어주기로 했을 때,처리할 시점을 정해둔다.,SM-RL-P06,affirmative,docs/NUANG_M03_SM_RL_CANDIDATE_ITEM_BANK.md
NX-079,SMOS-C01,SM,SM-OS,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,반복 위치,안정된 위치 설정,반복해서 쓰는 물건이나 자료를 둘 때,다시 찾을 자리를 정해둔다.,SM-OS-P01,affirmative,docs/NUANG_M03_SM_OS_CANDIDATE_ITEM_BANK.md
NX-080,ERWD-C09,ER,ER-WD,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,작은 실패,실패 예상 반복,해보려던 일이 한 번 잘되지 않았을 때,다시 해도 잘되지 않을 장면이 반복해서 떠오른다.,ER-WD-P05,affirmative,docs/NUANG_M03_ER_WD_CANDIDATE_ITEM_BANK.md
NX-081,ERIR-C12,ER,ER-IR,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,감정 이어짐,짧은 carryover,사소한 일이 꼬여 감정이 올라온 뒤,다음 일을 할 때는 감정의 크기가 줄어든다.,ER-IR-P06,affirmative,docs/NUANG_M03_ER_IR_CANDIDATE_ITEM_BANK.md
NX-082,ROEC-P03-B,RO,RO-EC,LOW,PRIMARY_COGNITIVE,PROCESS_PROFILE_MODIFIER,ENACTED_RESPONSE,PROFILE_MODIFIER,P03,ENACTED_RESPONSE,함께 있던 사람이 평소보다 지쳐 보일 때,상대가 먼저 말을 꺼내면 그때 이야기를 듣는다.,RO-EC-P03,affirmative,docs/NUANG_M03_RO_EC_PROCESS_PAIR_CANDIDATE_BANK.md
NX-083,OEAE-C06,OE,OE-AE,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,일상 풍경,환경 인상 짧은 관여,하늘이나 나무 같은 일상 풍경을 볼 때,잠시 본 뒤 하던 일로 관심이 돌아간다.,OE-AE-P03,affirmative,docs/NUANG_M03_OE_AE_CANDIDATE_ITEM_BANK.md
NX-084,RORN-P01-A,RO,RO-RN,LOW,PRIMARY_COGNITIVE,PRIVATE_DETAIL_RESEARCH,REPORTED_FIRST_ORIENTATION,PROFILE_MODIFIER,P01,REPORTED_FIRST_ORIENTATION,내 제안을 충분히 설명한 뒤 상대가 원하지 않는다고 말했을 때,결정을 바꿀 다른 설득 방법이 떠오른다.,RO-RN-P01,affirmative,docs/NUANG_M03_RO_RN_PROCESS_PAIR_CANDIDATE_BANK.md
NX-085,SMRL-C02,SM,SM-RL,LOW,PRIMARY_COGNITIVE,CONDITIONAL_MAIN,SINGLE_RESPONSE,CONDITIONAL_TRAIT_EVIDENCE,공동 몫,요청 후 진행 확인,여럿이 일을 나눠 맡았을 때,다른 사람이 물어볼 때 내 부분의 진행 상태를 확인한다.,SM-RL-P01,affirmative,docs/NUANG_M03_SM_RL_CANDIDATE_ITEM_BANK.md
NX-086,SEAI-C04,SE,SE-AI,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,의견 차이,반응 확인 후 표현,가벼운 주제에서 의견이 엇갈릴 때,다른 사람들의 반응을 본 뒤 내 생각을 말한다.,SE-AI-P02,affirmative,docs/NUANG_M03_SE_AI_CANDIDATE_ITEM_BANK.md
NX-087,ROEC-P06-B,RO,RO-EC,LOW,EXPLORATORY_COGNITIVE,PROCESS_PROFILE_MODIFIER,ENACTED_RESPONSE,RESEARCH_ONLY,P06,ENACTED_RESPONSE,상대의 말이 끝난 뒤 해결 방법이 떠올랐을 때,떠오른 해결 방법부터 말한다.,RO-EC-P06,affirmative,docs/NUANG_M03_RO_EC_PROCESS_PAIR_CANDIDATE_BANK.md
NX-088,SEAI-C08,SE,SE-AI,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,방향 불명확,방법 제안 전 관찰,공동 활동의 다음 순서가 정해지지 않았을 때,다른 사람이 방법을 꺼낼 때까지 상황을 살핀다.,SE-AI-P04,affirmative,docs/NUANG_M03_SE_AI_CANDIDATE_ITEM_BANK.md
NX-089,ROEC-R02-A,RO,RO-EC,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,REPORTED_FIRST_ORIENTATION,CORE_TRAIT_EVIDENCE,R02,REPORTED_FIRST_ORIENTATION,가깝지는 않은 사람이 힘든 일에 대한 내 의견을 물을 때,처음에는 그 사람이 어떤 마음이었는지가 궁금해진다.,RO-EC-R02,affirmative,docs/NUANG_M03_RO_EC_PROCESS_PAIR_CANDIDATE_BANK.md
NX-090,SMRL-C10,SM,SM-RL,LOW,EXPLORATORY_COGNITIVE,CONDITIONAL_MAIN,SINGLE_RESPONSE,CONDITIONAL_TRAIT_EVIDENCE,내용 재확인,기억 기반 수행,다른 사람과 정한 내용이 여러 가지일 때,기억나는 내용을 기준으로 움직인다.,SM-RL-P05,affirmative,docs/NUANG_M03_SM_RL_CANDIDATE_ITEM_BANK.md
NX-091,OEIE-C07,OE,OE-IE,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,규칙의 배경 알아보기,규칙 배경 관심,앱이나 서비스에서 처음 보는 이용 규칙을 안내받았을 때,왜 그렇게 정해졌는지 배경이 궁금해진다.,OE-IE-P04,affirmative,docs/NUANG_M03_OE_IE_CANDIDATE_ITEM_BANK.md
NX-092,OECI-C02,OE,OE-CI,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,이야기 이어보기,현재 서사에 머무는 관여,이야기의 다음 내용을 알기 전,지금까지 나온 이야기만 되짚어보며 기다린다.,OE-CI-P01,limiter,docs/NUANG_M03_OE_CI_CANDIDATE_ITEM_BANK.md
NX-093,ERWD-C05,ER,ER-WD,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,평가 예정,평가 앞 반복 주저,내가 한 것을 다른 사람이 확인할 예정일 때,해야 할 행동을 몇 번이고 다시 망설인다.,ER-WD-P03,affirmative,docs/NUANG_M03_ER_WD_CANDIDATE_ITEM_BANK.md
NX-094,ROEC-P06-A,RO,RO-EC,HIGH,EXPLORATORY_COGNITIVE,PROCESS_PROFILE_MODIFIER,ENACTED_RESPONSE,RESEARCH_ONLY,P06,ENACTED_RESPONSE,상대의 말이 끝난 뒤 해결 방법이 떠올랐을 때,상대가 더 말하고 싶은지 확인한 뒤 내 생각을 말한다.,RO-EC-P06,affirmative,docs/NUANG_M03_RO_EC_PROCESS_PAIR_CANDIDATE_BANK.md
NX-095,OEAE-C08,OE,OE-AE,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,일상 공간,공간 인상 짧은 관여,처음 들어간 일상 공간을 둘러볼 때,분위기에는 눈길이 짧게 머문다.,OE-AE-P04,affirmative,docs/NUANG_M03_OE_AE_CANDIDATE_ITEM_BANK.md
NX-096,OEAE-C09,OE,OE-AE,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,미디어 장면,표현물 인상 성찰,영상이나 사진의 한 장면을 볼 때,그 장면이 주는 인상을 곱씹어본다.,OE-AE-P05,affirmative,docs/NUANG_M03_OE_AE_CANDIDATE_ITEM_BANK.md
NX-097,SEAI-C12,SE,SE-AI,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,정보 조율,타인 정보 후 제시,여럿의 일정을 맞출 때,다른 사람의 가능 시간을 확인한 뒤 내 시간을 말한다.,SE-AI-P06,affirmative,docs/NUANG_M03_SE_AI_CANDIDATE_ITEM_BANK.md
NX-098,ROEC-P02-A,RO,RO-EC,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,REPORTED_FIRST_ORIENTATION,CORE_TRAIT_EVIDENCE,P02,REPORTED_FIRST_ORIENTATION,누군가 힘들었던 일을 이야기할 때,그 사람이 어떤 마음이었는지에 주의가 간다.,RO-EC-P02,affirmative,docs/NUANG_M03_RO_EC_PROCESS_PAIR_CANDIDATE_BANK.md
NX-099,SMRL-C03,SM,SM-RL,HIGH,PRIMARY_COGNITIVE,CONDITIONAL_MAIN,SINGLE_RESPONSE,CONDITIONAL_TRAIT_EVIDENCE,약속 기억,자발적 기억 보조,다른 사람에게 해주기로 한 일이 있을 때,잊지 않도록 내가 확인할 방법을 마련한다.,SM-RL-P02,affirmative,docs/NUANG_M03_SM_RL_CANDIDATE_ITEM_BANK.md
NX-100,ERIR-C06,ER,ER-IR,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,작은 문제,확인 중 낮은 동요,하던 중 예상하지 못한 작은 문제가 생겼을 때,문제를 확인하는 동안 감정 변화는 크지 않다.,ER-IR-P03,affirmative,docs/NUANG_M03_ER_IR_CANDIDATE_ITEM_BANK.md
NX-101,SMRL-C07,SM,SM-RL,HIGH,PRIMARY_COGNITIVE,CONDITIONAL_MAIN,SINGLE_RESPONSE,CONDITIONAL_TRAIT_EVIDENCE,재조율,조기 재조율,맡은 일을 약속한 때까지 마치기 어려워졌을 때,약속한 때가 오기 전에 상황을 알리고 다시 맞춘다.,SM-RL-P04,affirmative,docs/NUANG_M03_SM_RL_CANDIDATE_ITEM_BANK.md
NX-102,ERIR-C01,ER,ER-IR,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,사소한 좌절,빠른 짜증 활성화,사소한 일이 생각대로 되지 않을 때,짜증이 금방 커진다.,ER-IR-P01,affirmative,docs/NUANG_M03_ER_IR_CANDIDATE_ITEM_BANK.md
NX-103,ERIR-C11,ER,ER-IR,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,감정 이어짐,정서 carryover,사소한 일이 꼬여 감정이 올라온 뒤,한동안 다른 일을 할 때도 불편한 감정이 이어진다.,ER-IR-P06,affirmative,docs/NUANG_M03_ER_IR_CANDIDATE_ITEM_BANK.md
NX-104,ROEC-P04-B,RO,RO-EC,HIGH,PRIMARY_COGNITIVE,PROCESS_PROFILE_MODIFIER,ENACTED_RESPONSE,PROFILE_MODIFIER,P04,ENACTED_RESPONSE,가깝지는 않은 사람이 힘든 일을 꺼낼 때,내 생각을 말하기 전에 그 사람이 어떤 마음인지 먼저 확인한다.,RO-EC-P04,affirmative,docs/NUANG_M03_RO_EC_PROCESS_PAIR_CANDIDATE_BANK.md
NX-105,ERIR-C07,ER,ER-IR,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,고칠 점,피드백 직후 활성화,내가 한 일에서 고칠 점을 들었을 때,불편한 감정이 바로 커진다.,ER-IR-P04,affirmative,docs/NUANG_M03_ER_IR_CANDIDATE_ITEM_BANK.md
NX-106,OECI-C06,OE,OE-CI,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,설명된 공간,설명 범위에서 사고 종료,가보지 않은 공간에 대한 설명을 접할 때,설명된 내용까지만 생각하고 넘어간다.,OE-CI-P03,limiter,docs/NUANG_M03_OE_CI_CANDIDATE_ITEM_BANK.md
NX-107,SMRL-C01,SM,SM-RL,HIGH,PRIMARY_COGNITIVE,CONDITIONAL_MAIN,SINGLE_RESPONSE,CONDITIONAL_TRAIT_EVIDENCE,공동 몫,사전 진행 확인,여럿이 일을 나눠 맡았을 때,필요한 시점 전에 내 부분의 진행 상태를 확인한다.,SM-RL-P01,affirmative,docs/NUANG_M03_SM_RL_CANDIDATE_ITEM_BANK.md
NX-108,RORN-P02-B,RO,RO-RN,LOW,PRIMARY_COGNITIVE,PRIVATE_DETAIL_RESEARCH,ENACTED_RESPONSE,CORE_TRAIT_EVIDENCE,P02,ENACTED_RESPONSE,함께할 계획에서 상대가 다른 방향을 원한다고 다시 말했을 때,내가 원하는 방향의 이유를 계속 설명한다.,RO-RN-P02,affirmative,docs/NUANG_M03_RO_RN_PROCESS_PAIR_CANDIDATE_BANK.md
NX-109,OEIE-C04,OE,OE-IE,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,처음 듣는 개념,필요한 의미 범위에서 탐색 종료,영상을 보거나 대화하던 중 처음 듣는 개념이 나왔을 때,영상이나 대화를 이해할 만큼만 뜻을 확인한다.,OE-IE-P02,limiter,docs/NUANG_M03_OE_IE_CANDIDATE_ITEM_BANK.md
NX-110,ERWD-C10,ER,ER-WD,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,작은 실패,짧은 재시도 걱정,해보려던 일이 한 번 잘되지 않았을 때,다음 시도를 생각할 때 걱정이 오래 이어지지 않는다.,ER-WD-P05,negated,docs/NUANG_M03_ER_WD_CANDIDATE_ITEM_BANK.md
NX-111,SMEP-C05,SM,SM-EP,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,즉각 보상 적음,낮은 보상에서 지속,해야 하지만 당장 재미나 보상이 적은 일을 할 때,한 번에 많이 하지 못해도 조금씩 이어간다.,SM-EP-P03,affirmative,docs/NUANG_M03_SM_EP_CANDIDATE_ITEM_BANK.md
NX-112,RORN-P03-A,RO,RO-RN,LOW,PRIMARY_COGNITIVE,PRIVATE_DETAIL_RESEARCH,REPORTED_FIRST_ORIENTATION,PROFILE_MODIFIER,P03,REPORTED_FIRST_ORIENTATION,중요하게 생각하는 문제에서 의견이 다를 때,내 입장을 받아들이게 할 방법이 먼저 떠오른다.,RO-RN-P03,affirmative,docs/NUANG_M03_RO_RN_PROCESS_PAIR_CANDIDATE_BANK.md
NX-113,SERE-C03,SE,SE-RE,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,새 소규모,새 교류 중 활성화,처음 만난 사람들과 가볍게 이야기할 때,대화 흐름에 함께할수록 기운이 붙는다.,SE-RE-P02,affirmative,docs/NUANG_M03_SE_RE_CANDIDATE_ITEM_BANK.md
NX-114,ERWD-C11,ER,ER-WD,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,할 일 증가,감당 걱정 지속,해야 할 일이 평소보다 조금 늘었을 때,다 해내지 못할 것 같다는 생각이 계속 이어진다.,ER-WD-P06,affirmative,docs/NUANG_M03_ER_WD_CANDIDATE_ITEM_BANK.md
NX-115,OEIE-C06,OE,OE-IE,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,다른 설명 비교하기,단일 설명에서 탐색 종료,인터넷에서 같은 주제를 다르게 설명하는 글 두 개를 발견했을 때,한 글의 설명으로 이해되면 다른 글은 더 살펴보지 않는다.,OE-IE-P03,negated,docs/NUANG_M03_OE_IE_CANDIDATE_ITEM_BANK.md
NX-116,ERIR-C03,ER,ER-IR,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,의견 차이,갈등 중 감정 증가,상대와 의견이 달라 대화가 길어질 때,답답함과 짜증이 빠르게 커진다.,ER-IR-P02,affirmative,docs/NUANG_M03_ER_IR_CANDIDATE_ITEM_BANK.md
NX-117,OEAE-C10,OE,OE-AE,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,미디어 장면,표현물 인상 짧은 관여,영상이나 사진의 한 장면을 볼 때,그 인상은 짧게 지나간다.,OE-AE-P05,affirmative,docs/NUANG_M03_OE_AE_CANDIDATE_ITEM_BANK.md
NX-118,SERE-C12,SE,SE-RE,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,관여 조절,참여 강도 조절,여럿이 편하게 이야기를 나눌 때,참여하는 시간을 짧게 조절하고 싶어진다.,SE-RE-P06,affirmative,docs/NUANG_M03_SE_RE_CANDIDATE_ITEM_BANK.md
NX-119,SMEP-C12,SM,SM-EP,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,공백 뒤 재개,내적·외적 계기 재개,며칠 쉬었다가 다시 이어야 하는 일이 있을 때,다시 하고 싶은 마음이나 계기가 생길 때 재개한다.,SM-EP-P06,affirmative,docs/NUANG_M03_SM_EP_CANDIDATE_ITEM_BANK.md
NX-120,SERE-C07,SE,SE-RE,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,교류 이후,교류 후 활성 상태,사람들과 부담 없이 시간을 보낸 뒤,기운이 살아난 느낌이 든다.,SE-RE-P04,affirmative,docs/NUANG_M03_SE_RE_CANDIDATE_ITEM_BANK.md
NX-121,SEAI-C06,SE,SE-AI,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,필요·조정,질문 후 필요 표현,함께하는 방식에 작은 조정이 필요할 때,상대가 물어본 뒤 필요한 부분을 말한다.,SE-AI-P03,affirmative,docs/NUANG_M03_SE_AI_CANDIDATE_ITEM_BANK.md
NX-122,SMOS-C10,SM,SM-OS,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,자료 보관,현재 사용 위치 기반 보관,나중에 다시 쓸 자료를 보관할 때,지금 쓰는 곳과 가까운 곳에 둔다.,SM-OS-P05,affirmative,docs/NUANG_M03_SM_OS_CANDIDATE_ITEM_BANK.md
NX-123,SMEP-C09,SM,SM-EP,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,작은 마무리,실행 가능한 완료,끝내기까지 작은 마무리만 남았을 때,다른 일로 넘어가기 전에 남은 부분을 마친다.,SM-EP-P05,affirmative,docs/NUANG_M03_SM_EP_CANDIDATE_ITEM_BANK.md
NX-124,OECI-C05,OE,OE-CI,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,설명된 공간,공간 표상 생성,가보지 않은 공간에 대한 설명을 접할 때,그곳의 모습을 머릿속으로 그려본다.,OE-CI-P03,affirmative,docs/NUANG_M03_OE_CI_CANDIDATE_ITEM_BANK.md
NX-125,SERE-C06,SE,SE-RE,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,공동 활동,공동 활동 중 소모,여럿이 가벼운 활동을 한동안 함께할 때,시간이 지날수록 기운이 줄어든다.,SE-RE-P03,affirmative,docs/NUANG_M03_SE_RE_CANDIDATE_ITEM_BANK.md
NX-126,SMEP-C06,SM,SM-EP,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,즉각 보상 적음,상태 의존 지속,해야 하지만 당장 재미나 보상이 적은 일을 할 때,그날의 관심이나 기운에 따라 이어가는 정도가 달라진다.,SM-EP-P03,affirmative,docs/NUANG_M03_SM_EP_CANDIDATE_ITEM_BANK.md
NX-127,SMRL-C06,SM,SM-RL,LOW,PRIMARY_COGNITIVE,CONDITIONAL_MAIN,SINGLE_RESPONSE,CONDITIONAL_TRAIT_EVIDENCE,이어서 할 사람,요청 후 전달,내가 마쳐야 다른 사람이 이어갈 수 있을 때,상대가 요청한 뒤 필요한 부분을 넘긴다.,SM-RL-P03,affirmative,docs/NUANG_M03_SM_RL_CANDIDATE_ITEM_BANK.md
NX-128,SEAI-C01,SE,SE-AI,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,결정 지연,선택지 제안 시작,여럿이 간단한 선택을 미루고 있을 때,내가 먼저 선택지를 꺼낸다.,SE-AI-P01,affirmative,docs/NUANG_M03_SE_AI_CANDIDATE_ITEM_BANK.md
NX-129,SMEP-C11,SM,SM-EP,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,공백 뒤 재개,다음 행동 확인·재개,며칠 쉬었다가 다시 이어야 하는 일이 있을 때,어디서부터 다시 할지 확인하고 재개한다.,SM-EP-P06,affirmative,docs/NUANG_M03_SM_EP_CANDIDATE_ITEM_BANK.md
NX-130,OEIE-C02,OE,OE-IE,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,작동 방식 알아보기,사용 범위에서 탐색 종료,처음 보는 기능이 있는 생활용품을 사용할 때,어떻게 쓰는지만 확인하고 바로 사용한다.,OE-IE-P01,limiter,docs/NUANG_M03_OE_IE_CANDIDATE_ITEM_BANK.md
NX-131,SEAI-C03,SE,SE-AI,HIGH,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,의견 차이,다른 의견 선행 표현,가벼운 주제에서 의견이 엇갈릴 때,내 생각을 먼저 말한다.,SE-AI-P02,affirmative,docs/NUANG_M03_SE_AI_CANDIDATE_ITEM_BANK.md
NX-132,OECI-C11,OE,OE-CI,HIGH,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,가능성 이어보기,가능성 연쇄 확장,하나의 가벼운 가능성이 떠올랐을 때,뒤에 이어질 장면까지 펼쳐본다.,OE-CI-P06,affirmative,docs/NUANG_M03_OE_CI_CANDIDATE_ITEM_BANK.md
NX-133,OEIE-C12,OE,OE-IE,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,답 너머 알아보기,답 확인에서 탐색 종료,궁금했던 질문의 답을 찾았을 때,답을 확인한 뒤에는 관련 내용을 더 찾아보지 않는다.,OE-IE-P06,negated,docs/NUANG_M03_OE_IE_CANDIDATE_ITEM_BANK.md
NX-134,SMEP-C04,SM,SM-EP,LOW,PRIMARY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,중단 뒤 복귀,계기 의존 복귀,하던 일을 일상적인 이유로 잠시 멈춘 뒤,다시 시작할 계기가 생길 때까지 그대로 둔다.,SM-EP-P02,affirmative,docs/NUANG_M03_SM_EP_CANDIDATE_ITEM_BANK.md
NX-135,OEAE-C12,OE,OE-AE,LOW,EXPLORATORY_COGNITIVE,CORE_BASELINE,SINGLE_RESPONSE,CORE_TRAIT_EVIDENCE,남은 인상,인상 이탈,마음에 드는 장면이나 소리를 접한 뒤,곧 다른 생각으로 관심이 옮겨간다.,OE-AE-P06,affirmative,docs/NUANG_M03_OE_AE_CANDIDATE_ITEM_BANK.md
