candidate_id,opaque_item_id,target_facet,reviewer_slot,first_construct_mapping,second_construct_mapping,direction_guess,risk_flags,fatal_risk_note,stage1_notes,recommendation,final_rationale
OECI-C06,NX-106,OE-CI,R05,OE_CI,NONE,LOW,LIMITER,NONE,주어진 설명 바깥의 장면이나 가능성을 확장하지 않는 반응이다.,KEEP,설명된 공간 정보까지만 생각하는 반응은 OE-CI LOW의 제한된 확장을 직접 묻는다. 시각적 심상 능력을 요구하지 않아 대응 HIGH 문항보다 분리도가 높다.
OECI-C06,NX-106,OE-CI,R06,OE_CI,METHOD,LOW,ABILITY;LIMITER,NONE,설명 밖으로 장면을 확장하지 않는 반응이나 심상 방식과 까지만의 해석 차이가 있다.,COPY_REVISE,설명된 범위에서 사고를 끝내는 것은 OE-CI 낮은 방향이다. 시각적 공간 표상 능력이 섞이지 않도록 설명 밖에서 일어날 일을 더 생각하는지로 수정해야 한다.
OECI-C07,NX-140,OE-CI,R01,OE_CI,NONE,HIGH,NONE,NONE,,KEEP,현실과 다른 가정 안에서 후속 장면을 생성하는 높은 상상 확장을 직접 묻는다.
OECI-C07,NX-140,OE-CI,R02,OE_CI,NONE,HIGH,NONE,NONE,주어진 내용 밖의 장면을 이어 떠올리는 경향을 직접 묻는다.,KEEP,비현실적이지만 부담 없는 가정에서 장면을 이어 만드는 반응은 높은 상상 확장을 잘 포착한다. 지적 탐색이나 미적 관여와 분리되고 핵심 증거로 이해하기 쉽다.
OECI-C07,NX-140,OE-CI,R03,OE_CI,NONE,HIGH,NONE,NONE,가정에서 장면을 확장하는 단일 반응을 간결하게 묻고 있어 즉시 이해하고 빈도로 답할 수 있다.,KEEP,가벼운 가정에서 장면을 확장하는 OE-CI 고방향을 정확히 묻는다. 짧고 능력 평가처럼 보이지 않아 모바일 핵심 근거로 적합하다.
OECI-C07,NX-140,OE-CI,R04,OE_CI,NONE,HIGH,NONE,NONE,가정 안의 후속 장면을 자발적으로 이어 상상한다.,KEEP,비위협적 가정 안에서 후속 장면을 이어 생성해 높은 OE-CI를 직접 측정한다. 현실 판단이나 기억 능력과 혼입이 적어 코어 근거로 적절하다.
OECI-C07,NX-140,OE-CI,R05,OE_CI,NONE,HIGH,NONE,NONE,가정 안의 장면과 가능성을 이어 확장하는 반응이다.,KEEP,가벼운 가정 안에서 후속 장면을 이어가는 반응은 OE-CI HIGH의 가능성 확장을 직접 측정한다. 현실 판단 위험을 낮춘 맥락이라 중심 문항 가치가 높다.
OECI-C07,NX-140,OE-CI,R06,OE_CI,METHOD,HIGH,ABILITY,NONE,가정된 상황의 장면을 연속적으로 확장하나 심상 능력 차이가 개입한다.,COPY_REVISE,가벼운 가정의 장면을 이어가는 것은 OE-CI 높은 방향과 맞지만 장면 중심 표현이 시각 심상 능력을 요구한다. 사건과 생각 및 말로 이어지는 가능성도 포함해야 한다.
OECI-C08,NX-030,OE-CI,R01,OE_CI,NONE,LOW,LIMITER,NONE,일부 상상 확장이 이미 일어난 뒤 머문 시간만 제한하는 문장이다.,COPY_REVISE,가정을 이미 생각한 뒤 머문 시간만 짧다고 해 낮은 상상 확장과 높은 확장의 경계가 흐리다.
OECI-C08,NX-030,OE-CI,R02,OE_CI,NONE,LOW,LIMITER,NONE,현재 내용이 무엇을 가리키는지 다소 모호하고 잠시의 시간 기준도 개인마다 다르다.,COPY_REVISE,가벼운 가정을 더 확장하지 않고 원래 이야기로 돌아오는 반응은 낮은 상상 확장에 맞는다. 잠시와 현재 내용의 기준이 모호하므로 다른 장면을 이어 떠올리지 않는다고 다듬어야 한다.
OECI-C08,NX-030,OE-CI,R03,OE_CI,NONE,LOW,ATTENTION,NONE,가정을 확장하지 않고 현재 내용으로 돌아오는 반응은 명확하지만 주변 주의 요구도 지속 시간을 바꿀 수 있다.,KEEP,가정을 더 확장하지 않고 현재 내용으로 돌아오는 OE-CI 저방향이 명확하다. 주의 환경 영향은 있으나 보편적이고 응답하기 쉽다.
OECI-C08,NX-030,OE-CI,R04,OE_CI,NONE,LOW,NONE,NONE,가정의 후속 장면으로 오래 확장하지 않고 현재 내용으로 돌아온다.,KEEP,가벼운 가정에 잠깐만 관여하고 현재로 돌아와 낮은 OE-CI의 확장 부족을 직접 묻는다. 현실 판단이나 심상 능력 혼입이 적다.
OECI-C08,NX-030,OE-CI,R05,OE_CI,NONE,LOW,NONE,NONE,가정을 길게 확장하지 않고 주어진 내용으로 돌아오는 반응이다.,KEEP,가벼운 가정을 짧게 생각하고 현재 내용으로 돌아오는 반응은 OE-CI LOW의 제한된 확장을 직접 묻는다. 현실 판단이나 심상 능력과 구분된다.
OECI-C08,NX-030,OE-CI,R06,OE_CI,NONE,LOW,LIMITER,NONE,가정 장면을 길게 확장하지 않는 반응이나 잠시의 기준이 불명확하다.,COPY_REVISE,가정에 짧게 관여하고 돌아오는 것은 OE-CI 낮은 방향이다. 잠시라는 시간 기준을 빼고 다른 장면이나 가능성을 덧붙이는 빈도로 표현해야 한다.
OECI-C09,NX-006,OE-CI,R01,OE_CI,NONE,HIGH,NONE,NONE,,KEEP,제시되지 않은 앞뒤 서사를 생성하는 높은 상상 확장 반응이 매우 직접적이다.
OECI-C09,NX-006,OE-CI,R02,OE_CI,NONE,HIGH,NONE,NONE,주어진 장면 밖의 이야기를 이어 떠올리는 반응이 구체적이고 쉽게 이해된다.,KEEP,중간 장면의 앞뒤 이야기를 스스로 만드는 반응이 높은 상상 확장을 선명하게 드러낸다. 상황과 행동이 구체적이고 지적 탐색이나 미적 관여와도 잘 구분된다.
OECI-C09,NX-006,OE-CI,R03,OE_CI,NONE,HIGH,MEMORY,NONE,앞뒤 이야기를 확장하는 반응은 명확하지만 중간 장면을 우연히 본 최근 경험이 없는 사용자도 있을 수 있다.,KEEP,주어진 장면 밖 앞뒤 서사를 생성하는 OE-CI 고방향이 선명하다. 우연한 중간 장면 경험은 적을 수 있어도 보조 범위 근거로 이해가 쉽다.
OECI-C09,NX-006,OE-CI,R04,OE_CI,NONE,HIGH,NONE,NONE,주어진 한 장면 밖의 앞뒤 이야기를 자발적으로 확장한다.,KEEP,중간 장면 밖의 앞뒤 서사를 생성해 높은 OE-CI를 직접 포착한다. 기억이나 지식보다 자발적 장면 확장에 초점이 있어 코어 근거로 적절하다.
OECI-C09,NX-006,OE-CI,R05,OE_CI,NONE,HIGH,NONE,NONE,주어진 장면 바깥의 앞뒤 이야기를 확장해 떠올리는 반응이다.,KEEP,중간 장면에서 앞뒤 이야기를 자발적으로 만드는 반응은 OE-CI HIGH의 서사 확장을 직접 측정한다. 기억 정답이나 창작 실력을 요구하지 않는다.
OECI-C09,NX-006,OE-CI,R06,OE_CI,METHOD,HIGH,DIGITAL_ACCESS;ABILITY,NONE,주어진 장면 밖 이야기를 확장하지만 영상 매체 경험과 심상 능력을 전제한다.,COPY_REVISE,장면 전후 서사를 만드는 것은 OE-CI와 맞지만 영화나 드라마 접근 경험과 심상 능력이 필요하다. 들은 이야기나 읽은 짧은 상황도 포함해 매체 접근 편향을 줄여야 한다.
OECI-C10,NX-057,OE-CI,R01,OE_CI,NONE,LOW,NEGATION,NONE,,KEEP,제시되지 않은 앞뒤 서사를 생성하지 않는 낮은 상상 확장 방향을 명확하게 묻는다.
OECI-C10,NX-057,OE-CI,R02,OE_CI,NONE,LOW,NEGATION,NONE,부정문이지만 앞뒤 이야기를 확장하지 않는 반응은 구체적이고 바로 이해된다.,KEEP,중간 장면을 보고도 앞뒤 이야기를 별도로 만들지 않는 반응이 낮은 상상 확장을 구체적으로 보여준다. 부정형이지만 누구나 바로 이해할 수 있고 인접 요인과도 잘 분리된다.
OECI-C10,NX-057,OE-CI,R03,OE_CI,NONE,LOW,MEMORY,NONE,문장은 쉽게 이해되지만 중간 장면만 우연히 보는 경험이 적은 사용자는 최근 6개월 빈도를 정하기 어렵다.,KEEP,장면 밖 서사를 생성하지 않는 OE-CI 저방향이 직접적이다. 해당 우연 경험은 다소 적어도 모바일에서 뜻과 응답 방향이 즉시 이해된다.
OECI-C10,NX-057,OE-CI,R04,OE_CI,NONE,LOW,NEGATION,NONE,주어진 장면 밖의 앞뒤 이야기로 상상을 확장하지 않는다.,COPY_REVISE,중간 장면 밖의 앞뒤 이야기를 생성하지 않아 낮은 OE-CI 방향이 직접적이다. 구성개념 분리는 좋지만 부정문 형식이 빈도 응답을 어렵게 할 수 있어 긍정형으로 다듬는 편이 낫다.
OECI-C10,NX-057,OE-CI,R05,OE_CI,NONE,LOW,NEGATION,NONE,주어진 장면 밖의 이야기를 확장하지 않는 낮은 방향이다.,COPY_REVISE,전후 이야기를 확장하지 않는 내용은 OE-CI LOW와 정확히 맞는다. 다만 부정문 형식이 방법효과를 만들 수 있어 현재 장면에만 관심이 머문다는 긍정형 저확장 반응으로 바꾸는 편이 좋다.
OECI-C10,NX-057,OE-CI,R06,OE_CI,METHOD,LOW,DIGITAL_ACCESS;ABILITY;NEGATION,NONE,주어진 장면 밖 이야기를 확장하지 않으나 영상 경험과 심상 능력을 전제한다.,COPY_REVISE,영상 장면의 전후 이야기를 만들지 않는 것은 OE-CI 낮은 방향이나 영상 접근과 시각 심상 능력에 의존한다. 들은 사건이나 짧은 글도 포함하는 비시각 대안으로 바꿔야 한다.
OECI-C11,NX-132,OE-CI,R01,OE_CI,NONE,HIGH,NONE,NONE,,KEEP,한 가능성에서 후속 장면을 연쇄적으로 생성하는 상상 확장 반응이 직접적이다.
OECI-C11,NX-132,OE-CI,R02,OE_CI,NONE,HIGH,NONE,NONE,처음 가능성 밖의 장면을 이어 떠올리는 상상 확장 반응이 직접적이다.,KEEP,처음 떠오른 가능성 뒤의 장면까지 이어 만드는 반응이 높은 상상 확장을 선명하게 보여준다. 한 반응으로 쉽고 지적 탐색과도 구분된다.
OECI-C11,NX-132,OE-CI,R03,OE_CI,NONE,HIGH,NONE,NONE,짧고 한 가지 반응만 담아 가능성을 확장하는 빈도를 모바일에서 곧바로 고를 수 있다.,KEEP,주어진 가능성 밖 장면을 이어가는 OE-CI 고방향이 정확하고 단일하다. 짧고 보편적이라 모바일에서 한 번 읽고 바로 답할 수 있다.
OECI-C11,NX-132,OE-CI,R04,OE_CI,NONE,HIGH,NONE,NONE,처음 가능성 밖의 후속 장면으로 상상을 확장한다.,KEEP,처음 가능성에서 뒤 장면으로 연쇄 확장해 높은 OE-CI를 직접 포착한다. 심상 능력이나 기억을 요구하지 않고 생성 경향 자체를 묻는다.
OECI-C11,NX-132,OE-CI,R05,OE_CI,NONE,HIGH,NONE,NONE,처음 가능성 바깥의 후속 장면을 이어 떠올리는 반응이 직접적이다.,KEEP,처음 가능성에서 뒤 장면까지 이어가는 반응은 OE-CI HIGH의 연쇄 확장을 직접 측정한다. 창작 결과나 심상 선명도를 요구하지 않아 분리도가 높다.
OECI-C11,NX-132,OE-CI,R06,OE_CI,METHOD,HIGH,ABILITY,NONE,하나의 가능성을 후속 장면으로 확장하나 심상 방식의 개인차가 있다.,COPY_REVISE,한 가능성을 후속 장면으로 확장하는 것은 OE-CI와 맞지만 장면 중심 표현은 심상 능력 편향이 있다. 사건이나 아이디어 또는 설명을 이어 생각하는 방식도 포함해야 한다.
OECI-C12,NX-070,OE-CI,R01,OE_CI,NONE,LOW,LIMITER,NONE,,KEEP,첫 장면에서 더 이어가지 않는 낮은 상상 확장 방향을 직접 묻는다.
OECI-C12,NX-070,OE-CI,R02,OE_CI,NONE,LOW,LIMITER,NONE,상상 확장을 멈추는 반응은 명확하지만 처음 장면만이라는 제한이 다소 강하다.,COPY_REVISE,첫 장면 이후 전개를 더 만들지 않고 넘어가는 반응은 낮은 상상 확장을 잘 보여준다. 하나의 가벼운 가능성이라는 추상적 상황만 더 구체화하면 판단하기 쉬워진다.
OECI-C12,NX-070,OE-CI,R03,OE_CI,NONE,LOW,ATTENTION,NONE,상상을 더 확장하지 않는 반응은 즉시 이해되지만 외부 알림이나 하던 일의 요구도 관심 전환 빈도에 영향을 줄 수 있다.,KEEP,첫 장면에서 상상 확장을 멈추는 OE-CI 저방향이 명확하고 짧다. 외부 주의 요구의 영향은 있으나 보편적이라 모바일 핵심 문항으로 유지할 수 있다.
OECI-C12,NX-070,OE-CI,R04,OE_CI,NONE,LOW,NONE,NONE,첫 장면 밖으로 가능성을 더 확장하지 않는다.,KEEP,첫 가능성 장면에서 더 확장하지 않고 전환해 낮은 OE-CI 방향이 직접적이다. 심상 능력이나 현실 판단보다 생성 범위에 초점이 있다.
OECI-C12,NX-070,OE-CI,R05,OE_CI,NONE,LOW,NONE,NONE,처음 가능성을 후속 장면으로 확장하지 않는 낮은 방향이다.,KEEP,처음 가능성을 후속 장면으로 확장하지 않는 반응은 OE-CI LOW와 직접 맞는다. 주의 전환보다 확장 범위를 먼저 명시해 분리 가능하다.
OECI-C12,NX-070,OE-CI,R06,OE_CI,METHOD,LOW,ABILITY,NONE,가능성을 후속 장면으로 확장하지 않으나 심상 능력과 사고 양식이 개입한다.,COPY_REVISE,첫 장면 뒤 가능성을 확장하지 않는 것은 OE-CI 낮은 방향과 맞는다. 시각 심상 능력이 낮은 사용자도 답하도록 장면 대신 생각이나 이야기의 다음 가능성을 사용해야 한다.
OEIE-C01,NX-072,OE-IE,R01,OE_IE,NONE,HIGH,NONE,NONE,,KEEP,사용법을 넘어 작동 이유를 궁금해하는 높은 지적 탐구를 일상 장면에서 잘 묻는다.
OEIE-C01,NX-072,OE-IE,R02,OE_IE,NONE,HIGH,NONE,NONE,사용법을 넘어 작동 이유를 알고 싶은 탐구 반응이 명확하다.,KEEP,낯선 기능의 사용법을 넘어 작동 이유가 궁금해지는 반응을 쉽게 묻는다. 높은 지적 탐색의 핵심 증거이며 기기 숙련도보다 탐색 동기에 초점이 있다.
OEIE-C01,NX-072,OE-IE,R03,OE_IE,NONE,HIGH,NONE,NONE,질문의 의미는 즉시 이해되지만 최근 6개월 동안 낯선 기능의 생활용품을 접하지 않은 사용자도 있을 수 있다.,KEEP,사용법을 넘어 작동 이유에 관심이 가는 OE-IE 고방향을 직접 묻는다. 낯선 제품 경험이 아주 잦지는 않아도 장면이 구체적이고 모바일에서 즉시 이해된다.
OEIE-C01,NX-072,OE-IE,R04,OE_IE,NONE,HIGH,NONE,NONE,필요한 사용법 밖의 작동 이유를 궁금해하는 반응이다.,KEEP,사용법을 넘어 작동 이유를 궁금해해 OE-IE의 추가 탐구를 직접 묻는다. 기능 이해 능력이나 지식량보다 관심 반응에 초점이 있어 코어 근거로 분리가 좋다.
OEIE-C01,NX-072,OE-IE,R05,OE_IE,NONE,HIGH,NONE,NONE,필요한 사용법을 넘어 작동 이유를 탐색하는 지적 탐구 반응이다.,KEEP,사용법을 넘어 작동 이유가 궁금한 반응은 OE-IE HIGH와 직접 맞는다. 지식 정답이나 기능 숙련이 아니라 추가 탐색 동기를 묻는다.
OEIE-C01,NX-072,OE-IE,R06,OE_IE,NONE,HIGH,EDUCATION,NONE,사용에 필요한 범위 밖 작동 이유를 탐구하는 반응이나 기술 교육 친숙성이 일부 개입한다.,KEEP,생활용품의 작동 이유가 궁금한 반응은 필요 범위 밖 OE-IE 탐구를 직접 묻는다. 기술 친숙성과 교육 차이가 일부 개입하지만 전문 지식이나 디지털 접근은 요구하지 않는다.
OEIE-C02,NX-130,OE-IE,R01,OE_IE,NONE,LOW,ABILITY;LIMITER,NONE,기능의 난이도와 직관성이 추가 탐구 여부를 크게 좌우할 수 있다.,COPY_REVISE,사용 범위에서 탐색을 끝내는 낮은 방향은 맞지만 제품 난이도와 직관성이 추가 탐구 여부에 영향을 준다.
OEIE-C02,NX-130,OE-IE,R02,OE_IE,NONE,LOW,LIMITER,NONE,필요한 사용법만 확인하는 반응이 쉽지만 바로의 시간 기준은 조금 다를 수 있다.,COPY_REVISE,낯선 기능에서 사용법만 확인하고 탐색을 끝내는 반응은 낮은 지적 탐색에 맞는다. 바로라는 속도 기준보다 추가 기능을 더 알아보는지 여부에 초점을 두면 더 정확하다.
OEIE-C02,NX-130,OE-IE,R03,OE_IE,NONE,LOW,ABILITY,NONE,필요한 사용법만 확인한다는 뜻은 쉽지만 제품 조작 자신감과 낯선 기능 경험이 탐구 범위에 영향을 줄 수 있다.,HOLD,사용법에서 탐색을 끝내는 OE-IE 저방향은 정확하고 쉽다. 다만 제품 조작 자신감과 경험이 영향을 줄 수 있어 핵심 채점 전 능력 편향을 비교할 필요가 있다.
OEIE-C02,NX-130,OE-IE,R04,OE_IE,NONE,LOW,NONE,NONE,작동 배경을 더 탐구하지 않고 필요한 사용법까지만 확인한다.,KEEP,처음 보는 기능에서 사용법까지만 확인하고 바로 실행해 낮은 OE-IE 방향이 직접적이다. 이해 능력보다 탐색 범위 선택을 묻는다.
OEIE-C02,NX-130,OE-IE,R05,OE_IE,NONE,LOW,NONE,NONE,필요한 사용법에서 탐색을 멈추는 지적 탐구의 낮은 방향이다.,KEEP,필요한 사용법에서 탐색을 멈추는 반응은 OE-IE LOW를 직접 나타낸다. 사용 능력보다 알아보는 범위를 묻고 있어 핵심 기준선의 낮은 방향을 보완한다.
OEIE-C02,NX-130,OE-IE,R06,OE_IE,NONE,LOW,NONE,NONE,작동 배경을 더 탐구하지 않고 필요한 사용법까지만 확인하는 반응이다.,KEEP,처음 보는 생활용품에서 사용법만 확인하고 바로 쓰는 것은 OE-IE 낮은 방향을 명확히 보여준다. 전문 교육과 디지털 접근을 요구하지 않는 일상 맥락이라 포괄성이 좋다.
OEIE-C03,NX-068,OE-IE,R01,OE_IE,NONE,HIGH,NONE,NONE,,KEEP,즉시 필요한 이해를 넘어 개념의 정확한 의미를 더 탐색하는 높은 지적 탐구가 명확하다.
OEIE-C03,NX-068,OE-IE,R02,OE_IE,NONE,HIGH,NONE,NONE,필요한 이해를 넘어 개념 의미를 더 알아보는 탐구 반응이 명확하다.,KEEP,처음 듣는 개념의 의미를 추가로 알아보는 행동은 높은 지적 탐색을 직접 드러낸다. 상황이 일상적이고 상상 확장이나 미적 관여와도 잘 분리된다.
OEIE-C03,NX-068,OE-IE,R03,OE_IE,NONE,HIGH,NONE,NONE,추가 탐구 행동이 구체적이고 일상적인 콘텐츠 경험에 적용되어 최근 빈도로 쉽게 답할 수 있다.,KEEP,처음 듣는 개념의 정확한 의미를 더 탐색하는 OE-IE 고방향이 직접적이다. 흔한 콘텐츠 경험과 단일 행동으로 모바일 핵심 문항에 적합하다.
OEIE-C03,NX-068,OE-IE,R04,OE_IE,NONE,HIGH,NONE,NONE,현재 이해에 필요한 범위를 넘어 개념의 정확한 뜻을 더 탐구한다.,KEEP,처음 듣는 개념의 정확한 뜻을 필요한 범위보다 더 알아봐 높은 OE-IE를 직접 묻는다. 학력이나 기존 지식보다 추가 탐구 행동에 초점이 있다.
OEIE-C03,NX-068,OE-IE,R05,OE_IE,NONE,HIGH,EDUCATION,NONE,현재 이해에 필요한 범위를 넘어 개념의 정확한 뜻을 탐색한다.,KEEP,현재 내용을 이해하는 데서 멈추지 않고 정확한 개념 뜻을 더 알아보는 반응은 OE-IE HIGH와 맞는다. 학습 경험 영향은 있으나 지식 정답이 아니라 추가 탐색을 묻는다.
OEIE-C03,NX-068,OE-IE,R06,OE_IE,NONE,HIGH,EDUCATION;ABILITY,NONE,현재 이해에 필요한 범위보다 개념 의미를 더 탐구하나 교육 및 문해 차이가 개입한다.,COPY_REVISE,처음 듣는 개념의 정확한 뜻을 더 알아보는 것은 OE-IE 높은 방향이다. 교육 경험과 검색 접근 능력이 섞이므로 생활 주제에서 다른 이유를 더 묻는 행동으로 범위를 넓혀야 한다.
OEIE-C04,NX-109,OE-IE,R01,OE_IE,NONE,LOW,LIMITER,NONE,필요한 범위가 상황과 목적에 따라 달라질 수 있다.,KEEP,필요한 의미를 확인한 지점에서 추가 탐색을 멈추는 낮은 지적 탐구 반응이 직접적이다.
OEIE-C04,NX-109,OE-IE,R02,OE_IE,NONE,LOW,LIMITER,NONE,필요한 이해 범위까지만 확인하는 반응이 명확하지만 만큼만의 기준은 상황에 따라 달라질 수 있다.,COPY_REVISE,새 개념을 현재 내용을 이해할 범위까지만 확인하는 반응은 낮은 지적 탐색에 맞는다. 이해할 만큼만이라는 개인 기준을 필요한 뜻을 알면 탐색을 멈춘다는 표현으로 다듬으면 좋다.
OEIE-C04,NX-109,OE-IE,R03,OE_IE,NONE,LOW,NONE,NONE,필요한 범위까지만 확인하는 행동이 구체적이고 흔한 상황이라 최근 빈도로 답하기 쉽다.,KEEP,필요한 이해 범위에서 탐색을 멈추는 OE-IE 저방향이 명확하다. 흔한 영상과 대화 장면이라 모바일에서 최근 빈도를 쉽게 고를 수 있다.
OEIE-C04,NX-109,OE-IE,R04,OE_IE,NONE,LOW,NONE,NONE,현재 내용을 이해하는 데 필요한 범위까지만 개념을 확인한다.,KEEP,현재 영상이나 대화를 이해하는 데 필요한 뜻까지만 확인해 낮은 OE-IE 방향이 명확하다. 검색 기술이나 학력보다 탐색 범위 선택을 묻는다.
OEIE-C04,NX-109,OE-IE,R05,OE_IE,NONE,LOW,LIMITER,NONE,현재 내용을 이해하는 데 필요한 범위에서 탐색을 멈추는 낮은 방향이다.,KEEP,현재 내용을 이해하는 데 필요한 뜻만 확인하고 멈추는 반응은 OE-IE LOW 정의와 직접 맞는다. 지식량보다 탐색 범위를 묻는 중심 문항이다.
OEIE-C04,NX-109,OE-IE,R06,OE_IE,NONE,LOW,EDUCATION;ABILITY,NONE,필요한 범위까지만 개념을 확인하나 개념 학습과 이해 능력 차이가 개입한다.,COPY_REVISE,필요한 뜻까지만 확인하는 것은 OE-IE 낮은 방향이다. 개념 학습 경험과 정보 검색 능력이 섞이므로 익숙한 생활 주제에서 이유를 더 알아보는지로 바꾸는 편이 낫다.
OEIE-C05,NX-025,OE-IE,R01,OE_IE,METHOD,HIGH,ABILITY;EDUCATION;DIGITAL_ACCESS;ADJACENT_CONSTRUCT,NONE,탐구 성향과 읽기 능력 및 온라인 접근성이 함께 작용한다.,KEEP,서로 다른 설명의 근거까지 비교하는 반응은 필요한 이해를 넘어선 높은 지적 탐구를 잘 포착한다.
OEIE-C05,NX-025,OE-IE,R02,OE_IE,NONE,HIGH,DIGITAL_ACCESS;EDUCATION,NONE,지적 탐구는 명확하지만 인터넷 접근과 긴 글을 비교하는 익숙함이 응답에 영향을 줄 수 있다.,COPY_REVISE,서로 다른 설명의 근거를 비교하는 행동은 높은 지적 탐색을 잘 포착한다. 인터넷 접근성과 긴 글 비교 경험의 영향을 줄이도록 정보 매체를 일반화하면 더 넓게 사용할 수 있다.
OEIE-C05,NX-025,OE-IE,R03,OE_IE,NONE,HIGH,DIGITAL_ACCESS;EDUCATION,NONE,비교 행동은 분명하지만 온라인 정보 접근과 글의 근거를 읽는 문해 경험이 응답 빈도에 영향을 줄 수 있다.,HOLD,대안 설명의 근거까지 비교하는 OE-IE 고방향은 정확하다. 다만 디지털 접근과 문해 경험에 민감하므로 핵심 채점 전 비디지털 동등 장면과 편향을 비교 검토해야 한다.
OEIE-C05,NX-025,OE-IE,R04,OE_IE,METHOD,HIGH,DIGITAL_ACCESS;EDUCATION;ABILITY;ADJACENT_CONSTRUCT,NONE,설명 근거를 더 탐구하지만 인터넷 접근과 비교 문해 능력이 응답에 크게 관여한다.,COPY_REVISE,대안 설명의 근거를 비교해 높은 OE-IE의 확장 탐구는 포착한다. 다만 인터넷 접근성과 비교 문해 및 교육 수준이 강하게 개입하므로 같은 개념의 이유를 더 묻는 보편적 장면으로 수정해야 한다.
OEIE-C05,NX-025,OE-IE,R05,OE_IE,NONE,HIGH,DIGITAL_ACCESS;EDUCATION,NONE,설명의 근거와 차이를 더 탐색하는 경향이나 온라인 접근과 근거 이해 경험의 영향을 받는다.,COPY_REVISE,대안 설명의 근거를 더 비교하는 OE-IE HIGH 과정은 직접적이며 범위도 중요하다. 다만 온라인 접근과 근거 판별 교육 경험이 반응을 키울 수 있으므로 매체를 넓히고 단순 이해를 넘어 더 알아보는 선택에 초점을 맞춰야 한다.
OEIE-C05,NX-025,OE-IE,R06,OE_IE,METHOD,HIGH,DIGITAL_ACCESS;EDUCATION;ABILITY,NONE,복수 설명의 근거까지 탐구하지만 인터넷 접근과 문해 및 비교 능력을 요구한다.,COPY_REVISE,두 글의 근거를 비교하는 것은 OE-IE 높은 방향이나 인터넷 접근과 문해 교육 및 비교 읽기 능력을 요구한다. 구두로 들은 두 설명 등 비문자 대안을 포함해야 핵심 증거로 공정하다.
OEIE-C06,NX-115,OE-IE,R01,OE_IE,METHOD,LOW,ABILITY;EDUCATION;DIGITAL_ACCESS;LIMITER,NONE,한 글만으로 이해했는지 판단하는 능력과 탐구 성향이 함께 반영된다.,COPY_REVISE,한 설명에서 탐색을 끝내는 낮은 방향은 맞지만 이해 여부를 판단하는 능력과 온라인 읽기 환경이 함께 작용한다.
OEIE-C06,NX-115,OE-IE,R02,OE_IE,NONE,LOW,DIGITAL_ACCESS;EDUCATION;NEGATION,NONE,탐구를 더 이어가지 않는 반응은 명확하지만 인터넷 접근과 글 비교 경험이 영향을 줄 수 있다.,COPY_REVISE,한 설명으로 이해되면 추가 설명을 보지 않는 반응은 낮은 지적 탐색에 맞는다. 부정문과 인터넷 접근 경험의 영향을 줄이도록 서로 다른 설명 중 하나로 충분하다고 느끼는지 일반화하면 좋다.
OEIE-C06,NX-115,OE-IE,R03,OE_IE,NONE,LOW,DIGITAL_ACCESS;EDUCATION,NONE,추가 탐색을 멈추는 행동은 분명하지만 온라인 접근과 두 글을 읽어 이해하는 경험에 따라 응답 기회가 달라진다.,HOLD,첫 설명에서 탐색을 끝내는 OE-IE 저방향은 분명하다. 온라인 접근과 문해 경험에 민감하므로 비디지털 동등 문항과 편향을 비교한 뒤 핵심 사용을 결정해야 한다.
OEIE-C06,NX-115,OE-IE,R04,OE_IE,METHOD,LOW,DIGITAL_ACCESS;NEGATION;ADJACENT_CONSTRUCT,NONE,첫 설명 뒤 탐구를 멈추는 경향이나 인터넷 접근과 자료 가용성의 영향을 받는다.,COPY_REVISE,첫 설명으로 이해되면 다른 글을 보지 않아 낮은 OE-IE 방향은 맞다. 그러나 인터넷 접근과 자료 가용성 및 부정문 형식이 섞이므로 비디지털 장면의 추가 탐구 선택으로 수정해야 한다.
OEIE-C06,NX-115,OE-IE,R05,OE_IE,NONE,LOW,DIGITAL_ACCESS;NEGATION,NONE,필요한 이해를 얻은 뒤 대안 설명과 근거 탐색을 멈추는 반응이다.,COPY_REVISE,한 설명으로 이해한 뒤 탐색을 끝내는 반응은 OE-IE LOW와 맞는다. 온라인 접근과 부정문 효과를 줄이도록 두 설명이 함께 주어진 상황에서 첫 설명만으로 충분하다고 여기는 긍정형 문구가 낫다.
OEIE-C06,NX-115,OE-IE,R06,OE_IE,METHOD,LOW,DIGITAL_ACCESS;EDUCATION,NONE,추가 근거 탐구의 낮은 방향이지만 인터넷 접근과 문해 경험을 요구한다.,COPY_REVISE,대안 설명을 더 보지 않는 것은 OE-IE 낮은 방향과 맞는다. 인터넷 접근과 문해 교육이 응답을 좌우하므로 말로 들은 두 설명이나 오프라인 정보도 포함해야 한다.
OEIE-C07,NX-091,OE-IE,R01,OE_IE,NONE,HIGH,NONE,NONE,,KEEP,이용에 필요한 범위를 넘어 규칙의 배경을 궁금해하는 높은 지적 탐구가 직접 드러난다.
OEIE-C07,NX-091,OE-IE,R02,OE_IE,NONE,HIGH,DIGITAL_ACCESS,NONE,규칙의 이유를 더 알고 싶은 탐구 반응은 명확하지만 디지털 서비스 경험에 따라 접근성이 달라질 수 있다.,COPY_REVISE,낯선 규칙의 이유와 배경이 궁금해지는 반응은 높은 지적 탐색을 직접 보여준다. 디지털 서비스 경험에 따른 접근성 차이를 줄이도록 일상의 새로운 규칙으로 일반화하면 좋다.
